playlist_genre                                                                                                                                                                                                                                                   track_popularity danceability           energy                 loudness               acousticness           instrumentalness       liveness               valence                tempo                  duration_ms
latin                                                                                                                                                                                                                                                            54               0.822                  0.579                  -8.955                 0.481                  0.666                  0.11                   0.787                  85.9                   100465
latin                                                                                                                                                                                                                                                            60               0.409                  0.412                  -12.822                0.285                  0.699                  0.127                  0.41                   88.009                 180000
latin                                                                                                                                                                                                                                                            43               0.818                  0.51                   -9.173                 0.181                  0.716                  0.101                  0.592                  92.045                 130435
latin                                                                                                                                                                                                                                                            54               0.796                  0.626                  -6.637                 0.0337                 0.837                  0.107                  0.638                  80.009                 144000
latin                                                                                                                                                                                                                                                            4                0.741                  0.523                  -10.854                0.838                  0.908                  0.172                  0.739                  89.968                 170785
latin                                                                                                                                                                                                                                                            42               0.752                  0.393                  -6.655                 0.029                  0.927                  0.126                  0.797                  84.044                 82143
latin                                                                                                                                                                                                                                                            41               0.749                  0.727                  -11.154                0.742                  0.641                  0.196                  0.834                  80.155                 152250
latin                                                                                                                                                                                                                                                            41               0.777                  0.393                  -10.614                0.134                  0.818                  0.361                  0.358                  80.945                 123333
latin                                                                                                                                                                                                                                                            49               0.788                  0.438                  -12.123                0.876                  0.893                  0.186                  0.555                  96.635                 188000
latin                                                                                                                                                                                                                                                            6                0.613                  0.286                  -10.604                0.305                  0.94                   0.566                  0.166                  85.728                 140133
latin                                                                                                                                                                                                                                                            55               0.717                  0.208                  -17.462                0.931                  0.000901               0.228                  0.325                  81.042                 124486
latin                                                                                                                                                                                                                                                            49               0.771                  0.612                  -8.798                 0.606                  0.857                  0.108                  0.253                  92.643                 210250
latin                                                                                                                                                                                                                                                            51               0.703                  0.414                  -13.372                0.475                  0.765                  0.103                  0.137                  170.998                214140
latin                                                                                                                                                                                                                                                            54               0.799                  0.352                  -9.943                 0.844                  0.903                  0.115                  0.435                  83.564                 152195
latin                                                                                                                                                                                                                                                            53               0.788                  0.569                  -5.159                 0.21                   0.933                  0.109                  0.858                  87.595                 73171
latin                                                                                                                                                                                                                                                            51               0.459                  0.289                  -12.606                0.861                  0.0218                 0.122                  0.455                  74.831                 120000
latin                                                                                                                                                                                                                                                            70               0.691                  0.186                  -13.672                0.686                  0.934                  0.0762                 0.548                  86.383                 136914
latin                                                                                                                                                                                                                                                            51               0.77                   0.607                  -6.497                 0.645                  0.698                  0.163                  0.387                  142.009                140282
latin                                                                                                                                                                                                                                                            62               0.643                  0.56                   -7.295                 0.204                  0.197                  0.0908                 0.521                  79.986                 99997
latin                                                                                                                                                                                                                                                            62               0.881                  0.561                  -7.351                 0.333                  0.88                   0.148                  0.801                  95.011                 156632
latin                                                                                                                                                                                                                                                            3                0.739                  0.509                  -8.703                 0.832                  0.944                  0.11                   0.956                  91.003                 211043
latin                                                                                                                                                                                                                                                            48               0.634                  0.261                  -15.101                0.0287                 0.828                  0.174                  0.501                  180.159                240667
r&b                                                                                                                                                                                                                                                              8                0.777                  0.787                  -10.401                0.0434                 6.39E-06               0.19                   0.857                  104.976                303333
r&b                                                                                                                                                                                                                                                              18               0.743                  0.584                  -11.274                0.104                  0                      0.0755                 0.818                  91.914                 294267
r&b                                                                                                                                                                                                                                                              2                0.761                  0.77                   -11.63                 0.052                  4.23E-05               0.327                  0.581                  100.097                323493
r&b                                                                                                                                                                                                                                                              3                0.811                  0.913                  -9.846                 0.0162                 0.00323                0.0667                 0.637                  114.114                301533
r&b                                                                                                                                                                                                                                                              28               0.841                  0.674                  -4.217                 0.0489                 3.86E-05               0.118                  0.652                  92.22                  281040
r&b                                                                                                                                                                                                                                                              8                0.78                   0.895                  -4.633                 0.0329                 7.36E-05               0.316                  0.733                  89.464                 289040
r&b                                                                                                                                                                                                                                                              15               0.741                  0.719                  -4.843                 0.0403                 0.000139               0.0328                 0.92                   93.655                 245413
r&b                                                                                                                                                                                                                                                              14               0.826                  0.649                  -6.103                 0.0196                 0.000204               0.315                  0.554                  97.399                 244827
r&b                                                                                                                                                                                                                                                              6                0.813                  0.487                  -9.78                  0.235                  7.59E-05               0.0928                 0.873                  99                     276225
r&b                                                                                                                                                                                                                                                              25               0.661                  0.61                   -9.119                 0.0494                 0.000251               0.0725                 0.828                  78.035                 189267
r&b                                                                                                                                                                                                                                                              17               0.82                   0.638                  -7.669                 0.00137                0.0022                 0.0824                 0.777                  99.97                  384227
r&b                                                                                                                                                                                                                                                              10               0.765                  0.791                  -6.738                 0.22                   0                      0.0583                 0.768                  99.271                 210040
r&b                                                                                                                                                                                                                                                              24               0.833                  0.674                  -7.618                 0.0704                 0                      0.0745                 0.679                  100.005                242373
r&b                                                                                                                                                                                                                                                              30               0.675                  0.532                  -7.884                 0.0325                 0                      0.172                  0.767                  84.102                 202280
r&b                                                                                                                                                                                                                                                              41               0.847                  0.435                  -6.732                 0.00127                0.000386               0.0332                 0.692                  97.977                 232385
r&b                                                                                                                                                                                                                                                              16               0.661                  0.714                  -5.644                 0.0208                 0                      0.286                  0.79                   75.025                 310413
r&b                                                                                                                                                                                                                                                              37               0.741                  0.606                  -10.386                0.0129                 0.000508               0.0802                 0.536                  81.889                 259040
r&b                                                                                                                                                                                                                                                              26               0.695                  0.525                  -6.924                 0.0416                 1.71E-06               0.114                  0.23                   126.087                271467
r&b                                                                                                                                                                                                                                                              0                0.76                   0.578                  -4.393                 0.00497                0                      0.399                  0.736                  99.551                 227133
r&b                                                                                                                                                                                                                                                              0                0.827                  0.452                  -8.354                 0.0437                 0.000184               0.0913                 0.922                  83.817                 183293
r&b                                                                                                                                                                                                                                                              1                0.675                  0.635                  -4.154                 0.16                   0.00463                0.38                   0.63                   82.527                 292627
r&b                                                                                                                                                                                                                                                              0                0.767                  0.796                  -4.381                 0.0932                 2.35E-06               0.0758                 0.889                  97.213                 228520
r&b                                                                                                                                                                                                                                                              15               0.744                  0.702                  -5.77                  0.00188                0.0542                 0.0946                 0.967                  142.021                252120
r&b                                                                                                                                                                                                                                                              56               0.728                  0.636                  -7.033                 0.00677                8.47E-05               0.296                  0.821                  96.512                 280880
r&b                                                                                                                                                                                                                                                              35               0.876                  0.476                  -6.489                 0.485                  1.14E-06               0.0519                 0.582                  97.528                 231507
r&b                                                                                                                                                                                                                                                              30               0.714                  0.572                  -2.831                 0.413                  0                      0.0474                 0.909                  191.111                240360
r&b                                                                                                                                                                                                                                                              57               0.556                  0.346                  -9.809                 0.536                  0                      0.106                  0.451                  123.869                246773
r&b                                                                                                                                                                                                                                                              37               0.779                  0.477                  -8.751                 0.0635                 0                      0.157                  0.546                  88.987                 235907
r&b                                                                                                                                                                                                                                                              36               0.77                   0.403                  -12.051                0.117                  3.51E-05               0.319                  0.448                  82.626                 301867
r&b                                                                                                                                                                                                                                                              2                0.859                  0.76                   -3.784                 0.256                  0                      0.123                  0.746                  99.046                 300027
r&b                                                                                                                                                                                                                                                              29               0.759                  0.536                  -8.537                 0.0455                 0                      0.0313                 0.842                  90.073                 265467
r&b                                                                                                                                                                                                                                                              49               0.762                  0.802                  -7.363                 0.00723                1.01E-05               0.313                  0.413                  95.426                 441507
r&b                                                                                                                                                                                                                                                              42               0.786                  0.678                  -8.329                 0.0263                 2.83E-06               0.0365                 0.811                  105.468                315467
r&b                                                                                                                                                                                                                                                              14               0.73                   0.552                  -8.177                 0.18                   6.14E-05               0.224                  0.613                  168.091                289173
r&b                                                                                                                                                                                                                                                              26               0.756                  0.759                  -4.606                 0.000398               0.00987                0.113                  0.522                  96.843                 204333
r&b                                                                                                                                                                                                                                                              18               0.767                  0.551                  -7.328                 0.00364                0                      0.0451                 0.796                  100.904                275707
r&b                                                                                                                                                                                                                                                              43               0.608                  0.76                   -5.851                 0.0129                 0                      0.332                  0.366                  168.211                251640
r&b                                                                                                                                                                                                                                                              52               0.767                  0.759                  -6.516                 0.0513                 0                      0.31                   0.677                  89.989                 213027
r&b                                                                                                                                                                                                                                                              24               0.755                  0.562                  -4.991                 0.17                   0                      0.132                  0.631                  82.999                 262013
r&b                                                                                                                                                                                                                                                              46               0.895                  0.645                  -3.76                  0.0469                 0.0205                 0.251                  0.799                  102.082                282027
r&b                                                                                                                                                                                                                                                              39               0.76                   0.579                  -4.278                 0.0323                 0                      0.112                  0.686                  81.837                 310467
r&b                                                                                                                                                                                                                                                              47               0.748                  0.372                  -7.577                 0.439                  0                      0.366                  0.547                  95.033                 251427
r&b                                                                                                                                                                                                                                                              50               0.717                  0.561                  -7.898                 0.567                  0                      0.439                  0.673                  93.116                 225933
r&b                                                                                                                                                                                                                                                              34               0.78                   0.585                  -6.503                 0.0149                 0.000639               0.0743                 0.64                   91.451                 240027
r&b                                                                                                                                                                                                                                                              27               0.861                  0.652                  -6.31                  0.0461                 0.00459                0.0998                 0.885                  101.307                256013
r&b                                                                                                                                                                                                                                                              66               0.777                  0.601                  -5.931                 0.0406                 0.00201                0.0348                 0.68                   97.911                 261973
r&b                                                                                                                                                                                                                                                              34               0.74                   0.648                  -4.51                  0.246                  0                      0.655                  0.705                  88.843                 237880
r&b                                                                                                                                                                                                                                                              15               0.652                  0.753                  -9.422                 0.192                  5.51E-06               0.077                  0.727                  94.934                 370747
r&b                                                                                                                                                                                                                                                              63               0.789                  0.413                  -7.518                 0.0223                 0.000313               0.3                    0.518                  89.911                 241760
r&b                                                                                                                                                                                                                                                              22               0.837                  0.504                  -6.64                  0.0454                 0.000347               0.1                    0.732                  81.49                  235827
r&b                                                                                                                                                                                                                                                              1                0.686                  0.505                  -12.918                0.176                  0                      0.154                  0.582                  98.767                 327640
r&b                                                                                                                                                                                                                                                              26               0.69                   0.722                  -7.106                 0.12                   8.12E-06               0.2                    0.661                  92.208                 239000
r&b                                                                                                                                                                                                                                                              0                0.843                  0.469                  -7.368                 0.00589                0                      0.0932                 0.767                  99.488                 246347
r&b                                                                                                                                                                                                                                                              58               0.852                  0.563                  -8.663                 0.0117                 1.96E-05               0.119                  0.893                  92.112                 267440
r&b                                                                                                                                                                                                                                                              4                0.875                  0.45                   -10.525                0.0798                 9.11E-05               0.0722                 0.619                  94.86                  265373
r&b                                                                                                                                                                                                                                                              70               0.795                  0.523                  -7.165                 0.061                  0                      0.0914                 0.855                  133.024                186067
r&b                                                                                                                                                                                                                                                              43               0.67                   0.518                  -8.887                 0.132                  0                      0.108                  0.53                   71.017                 304733
r&b                                                                                                                                                                                                                                                              61               0.621                  0.481                  -8.016                 0.0984                 0                      0.241                  0.679                  65.004                 256133
r&b                                                                                                                                                                                                                                                              34               0.86                   0.604                  -5.841                 0.221                  5.12E-05               0.114                  0.874                  95.094                 242533
r&b                                                                                                                                                                                                                                                              77               0.662                  0.507                  -8.238                 0.257                  0                      0.0465                 0.676                  86.412                 223440
r&b                                                                                                                                                                                                                                                              2                0.789                  0.744                  -2.673                 0.37                   0                      0.112                  0.77                   89.399                 229827
r&b                                                                                                                                                                                                                                                              1                0.707                  0.596                  -7.678                 0.201                  0                      0.0689                 0.584                  83.45                  258680
r&b                                                                                                                                                                                                                                                              0                0.749                  0.692                  -4.499                 0.11                   0                      0.238                  0.764                  93.901                 171627
r&b                                                                                                                                                                                                                                                              1                0.701                  0.669                  -5.265                 0.271                  0                      0.158                  0.446                  83.066                 254467
r&b                                                                                                                                                                                                                                                              0                0.827                  0.423                  -7.768                 0.201                  0                      0.0723                 0.585                  115.973                262507
r&b                                                                                                                                                                                                                                                              37               0.623                  0.503                  -8.783                 0.538                  0                      0.168                  0.494                  78.951                 245733
r&b                                                                                                                                                                                                                                                              15               0.713                  0.458                  -8.644                 0.291                  0                      0.224                  0.766                  138.284                233613
r&b                                                                                                                                                                                                                                                              29               0.667                  0.362                  -10.021                0.311                  0                      0.353                  0.598                  78.013                 256920
r&b                                                                                                                                                                                                                                                              0                0.803                  0.236                  -12.599                0.343                  0.598                  0.0682                 0.567                  80.974                 314200
r&b                                                                                                                                                                                                                                                              8                0.762                  0.403                  -10.423                0.0396                 0.0113                 0.256                  0.346                  80.476                 226133
r&b                                                                                                                                                                                                                                                              1                0.754                  0.361                  -8.634                 0.0134                 0.326                  0.124                  0.455                  78.093                 326040
r&b                                                                                                                                                                                                                                                              2                0.744                  0.415                  -8.987                 0.35                   0                      0.0891                 0.576                  75.571                 348893
r&b                                                                                                                                                                                                                                                              26               0.792                  0.627                  -7.348                 0.338                  1.29E-06               0.122                  0.848                  91.082                 299680
r&b                                                                                                                                                                                                                                                              0                0.668                  0.595                  -10.855                0.179                  0                      0.943                  0.635                  121.753                310800
r&b                                                                                                                                                                                                                                                              43               0.824                  0.708                  -6.037                 0.00223                0                      0.0902                 0.767                  101.854                228159
