playlist_genre                                                                                                                                                                                                                                                   track_popularity danceability           energy                 loudness               acousticness           instrumentalness       liveness               valence                tempo                  duration_ms
pop                                                                                                                                                                                                                                                              51               0.703                  0.803                  -4.647                 0.346                  0.000912               0.437                  0.695                  107.41                 230027
pop                                                                                                                                                                                                                                                              1                0.602                  0.89                   -8.047                 0.234                  0.00384                0.0453                 0.479                  148.819                393667
pop                                                                                                                                                                                                                                                              0                0.6                    0.752                  -8.984                 0.165                  7.12E-06               0.157                  0.541                  121.079                295360
pop                                                                                                                                                                                                                                                              0                0.843                  0.511                  -7.558                 0.163                  0.00867                0.544                  0.737                  129.459                269386
pop                                                                                                                                                                                                                                                              54               0.741                  0.838                  -7.622                 0.407                  0                      0.138                  0.586                  115.689                257600
pop                                                                                                                                                                                                                                                              32               0.568                  0.792                  -10.765                0.0359                 0.203                  0.376                  0.548                  117.76                 331267
pop                                                                                                                                                                                                                                                              47               0.609                  0.901                  -4.929                 0.315                  0.00949                0.116                  0.866                  176.664                201467
pop                                                                                                                                                                                                                                                              51               0.423                  0.748                  -9.832                 0.03                   0.221                  0.169                  0.428                  93.977                 325200
pop                                                                                                                                                                                                                                                              0                0.723                  0.914                  -5.13                  0.0862                 0.723                  0.231                  0.893                  135.547                220027
pop                                                                                                                                                                                                                                                              0                0.72                   0.828                  -5.615                 0.225                  0.000172               0.0602                 0.44                   120.141                317760
pop                                                                                                                                                                                                                                                              0                0.814                  0.613                  -8.113                 0.0473                 0.067                  0.15                   0.72                   114.651                443480
pop                                                                                                                                                                                                                                                              0                0.581                  0.822                  -4.878                 0.00747                0.0657                 0.217                  0.662                  139.994                295000
pop                                                                                                                                                                                                                                                              47               0.655                  0.486                  -16.934                0.00793                0.3                    0.129                  0.449                  127.214                474333
pop                                                                                                                                                                                                                                                              58               0.787                  0.42                   -14.32                 0.153                  0.164                  0.169                  0.838                  161.247                301373
pop                                                                                                                                                                                                                                                              49               0.772                  0.557                  -7.703                 0.0303                 0                      0.0973                 0.627                  122.168                274706
pop                                                                                                                                                                                                                                                              23               0.633                  0.936                  -4.233                 0.00481                0.0247                 0.0745                 0.887                  116.055                205520
pop                                                                                                                                                                                                                                                              24               0.717                  0.96                   -8.446                 0.36                   0.781                  0.0736                 0.822                  125.83                 257813
pop                                                                                                                                                                                                                                                              54               0.792                  0.713                  -9.199                 0.000611               0.845                  0.0855                 0.849                  130.418                449907
pop                                                                                                                                                                                                                                                              67               0.613                  0.885                  -7.463                 0.0804                 0.746                  0.0997                 0.919                  118.506                263213
pop                                                                                                                                                                                                                                                              61               0.58                   0.799                  -12.283                0.00428                0.00161                0.0326                 0.693                  128.179                240773
pop                                                                                                                                                                                                                                                              17               0.58                   0.74                   -8.409                 0.0101                 0.0207                 0.0721                 0.961                  143.29                 212573
pop                                                                                                                                                                                                                                                              51               0.216                  0.24                   -12.598                0.843                  6.09E-06               0.135                  0.0875                 128.679                211093
pop                                                                                                                                                                                                                                                              63               0.488                  0.841                  -4.626                 0.000395               1.21E-06               0.346                  0.559                  127.861                197800
pop                                                                                                                                                                                                                                                              23               0.635                  0.627                  -10.125                0.0171                 0.518                  0.0722                 0.283                  125.352                397027
pop                                                                                                                                                                                                                                                              44               0.602                  0.784                  -7.976                 0.00398                0.0852                 0.0931                 0.918                  133.019                263973
pop                                                                                                                                                                                                                                                              42               0.592                  0.647                  -13.678                0.0011                 0.296                  0.138                  0.784                  122.582                304042
pop                                                                                                                                                                                                                                                              74               0.731                  0.738                  -8.125                 0.184                  0                      0.214                  0.958                  117.656                236920
pop                                                                                                                                                                                                                                                              0                0.47                   0.913                  -4.487                 0.041                  0.00116                0.385                  0.575                  131.876                238678
pop                                                                                                                                                                                                                                                              20               0.711                  0.623                  -14.721                0.0148                 0.00866                0.0664                 0.824                  117.539                193293
pop                                                                                                                                                                                                                                                              50               0.561                  0.868                  -4.146                 0.00585                0.0275                 0.105                  0.795                  133.362                243053
pop                                                                                                                                                                                                                                                              18               0.656                  0.78                   -7.053                 0.116                  0.163                  0.101                  0.339                  130.059                294893
pop                                                                                                                                                                                                                                                              0                0.578                  0.821                  -10.521                0.128                  0.000462               0.16                   0.421                  120.37                 289933
pop                                                                                                                                                                                                                                                              43               0.556                  0.76                   -12.164                0.0626                 3.91E-05               0.348                  0.696                  129.296                260773
pop                                                                                                                                                                                                                                                              63               0.629                  0.876                  -10.141                0.0864                 7.72E-05               0.0431                 0.358                  118.01                 220960
pop                                                                                                                                                                                                                                                              46               0.634                  0.543                  -13.521                0.0169                 0.00127                0.315                  0.441                  121.931                405291
pop                                                                                                                                                                                                                                                              21               0.633                  0.546                  -13.437                0.492                  0.0168                 0.191                  0.566                  129.663                358520
pop                                                                                                                                                                                                                                                              37               0.617                  0.389                  -16.031                0.947                  0.881                  0.113                  0.519                  136.796                215693
pop                                                                                                                                                                                                                                                              16               0.714                  0.976                  -12.576                0.18                   0.00348                0.123                  0.0506                 130.699                168640
pop                                                                                                                                                                                                                                                              0                0.597                  0.788                  -11.805                0.18                   0.314                  0.0582                 0.954                  109.377                386506
pop                                                                                                                                                                                                                                                              2                0.465                  0.69                   -9.782                 0.0105                 0                      0.183                  0.836                  136.275                242907
pop                                                                                                                                                                                                                                                              52               0.7                    0.569                  -13.991                0.00545                0.208                  0.147                  0.924                  118.829                257827
pop                                                                                                                                                                                                                                                              59               0.657                  0.552                  -11.77                 0.0424                 0.039                  0.106                  0.759                  128.494                272857
pop                                                                                                                                                                                                                                                              8                0.556                  0.535                  -4.789                 0.467                  0                      0.332                  0.687                  144.635                160400
pop                                                                                                                                                                                                                                                              0                0.741                  0.561                  -10.933                0.118                  0.0155                 0.0543                 0.898                  107.174                219293
pop                                                                                                                                                                                                                                                              23               0.703                  0.29                   -14.551                0.407                  8.82E-05               0.101                  0.305                  122.262                318960
pop                                                                                                                                                                                                                                                              18               0.63                   0.526                  -9.121                 0.316                  0.00538                0.0747                 0.61                   145.271                215333
pop                                                                                                                                                                                                                                                              13               0.439                  0.837                  -11.548                0.0808                 0.0024                 0.115                  0.511                  151.994                212827
pop                                                                                                                                                                                                                                                              27               0.503                  0.835                  -4.678                 0.282                  0.408                  0.125                  0.707                  143.333                295760
pop                                                                                                                                                                                                                                                              10               0.599                  0.719                  -12.57                 0.281                  0.0514                 0.693                  0.785                  106.08                 288000
pop                                                                                                                                                                                                                                                              0                0.602                  0.871                  -4.69                  0.12                   0.388                  0.413                  0.812                  125.313                254853
pop                                                                                                                                                                                                                                                              8                0.562                  0.739                  -9.433                 0.000944               0.128                  0.318                  0.655                  81.329                 212293
pop                                                                                                                                                                                                                                                              8                0.439                  0.924                  -5.483                 0.000211               0                      0.0991                 0.669                  135.885                265480
pop                                                                                                                                                                                                                                                              41               0.599                  0.907                  -4.406                 0.0733                 0.533                  0.474                  0.833                  126.275                233453
pop                                                                                                                                                                                                                                                              64               0.525                  0.902                  -8.662                 0.000989               0.691                  0.137                  0.907                  146.83                 204621
pop                                                                                                                                                                                                                                                              8                0.764                  0.857                  -7.453                 0.426                  0.036                  0.181                  0.925                  128.182                222540
pop                                                                                                                                                                                                                                                              16               0.661                  0.547                  -11.958                0.7                    0.00114                0.363                  0.757                  122.914                230240
pop                                                                                                                                                                                                                                                              0                0.726                  0.632                  -7.462                 0.147                  0                      0.28                   0.856                  116.984                270667
pop                                                                                                                                                                                                                                                              1                0.637                  0.757                  -8.261                 0.0828                 4.98E-06               0.313                  0.665                  113.705                240884
pop                                                                                                                                                                                                                                                              11               0.584                  0.879                  -5.961                 0.0891                 9.9E-05                0.225                  0.543                  103.199                326120
pop                                                                                                                                                                                                                                                              0                0.451                  0.906                  -3.704                 0.00464                0                      0.112                  0.697                  169.394                160413
pop                                                                                                                                                                                                                                                              32               0.739                  0.594                  -13.336                0.0204                 0.000136               0.179                  0.967                  129.032                235893
pop                                                                                                                                                                                                                                                              28               0.672                  0.778                  -9.597                 0.0216                 3.01E-06               0.0291                 0.65                   120.874                243720
pop                                                                                                                                                                                                                                                              0                0.739                  0.959                  -4.617                 0.277                  0.228                  0.156                  0.569                  130.379                317552
pop                                                                                                                                                                                                                                                              69               0.607                  0.784                  -7.963                 0.0299                 3.85E-06               0.288                  0.622                  113.804                213987
pop                                                                                                                                                                                                                                                              30               0.782                  0.38                   -17.183                0.0525                 0                      0.127                  0.869                  134.072                278893
pop                                                                                                                                                                                                                                                              24               0.736                  0.465                  -17.329                0.155                  0.142                  0.0868                 0.767                  135.568                256893
pop                                                                                                                                                                                                                                                              2                0.717                  0.679                  -11.766                0.169                  0.038                  0.109                  0.528                  111.975                340582
pop                                                                                                                                                                                                                                                              12               0.679                  0.564                  -11.247                0.529                  0.0709                 0.275                  0.926                  134.586                303307
pop                                                                                                                                                                                                                                                              0                0.835                  0.705                  -6.765                 0.0356                 0.481                  0.065                  0.917                  129.41                 475600
pop                                                                                                                                                                                                                                                              46               0.469                  0.65                   -12.823                0.00593                1.14E-05               0.035                  0.606                  156.02                 233027
pop                                                                                                                                                                                                                                                              34               0.896                  0.894                  -4.995                 0.133                  0.405                  0.0514                 0.884                  140.602                433240
rap                                                                                                                                                                                                                                                              60               0.787                  0.72                   -7.569                 0.222                  0                      0.633                  0.538                  121.003                253467
rap                                                                                                                                                                                                                                                              64               0.765                  0.88                   -4.361                 0.176                  1E-05                  0.139                  0.929                  168.96                 215200
rap                                                                                                                                                                                                                                                              60               0.743                  0.652                  -6.269                 0.0231                 0.00388                0.0851                 0.544                  92.876                 232787
rap                                                                                                                                                                                                                                                              0                0.731                  0.488                  -11.133                0.0885                 3.66E-05               0.112                  0.167                  91.914                 196000
rap                                                                                                                                                                                                                                                              59               0.774                  0.586                  -10.434                0.0234                 0.000726               0.0562                 0.642                  85.075                 265200
rap                                                                                                                                                                                                                                                              55               0.765                  0.601                  -9.326                 0.0225                 0                      0.385                  0.368                  85.928                 241133
rap                                                                                                                                                                                                                                                              44               0.636                  0.674                  -6.772                 0.015                  1.01E-05               0.201                  0.464                  102.161                289733
rap                                                                                                                                                                                                                                                              32               0.903                  0.747                  -5.587                 0.0371                 0                      0.335                  0.741                  98.104                 326773
rap                                                                                                                                                                                                                                                              61               0.669                  0.809                  -7.146                 0.00137                0                      0.38                   0.572                  97.885                 249293
rap                                                                                                                                                                                                                                                              0                0.759                  0.693                  -9.036                 0.0297                 1.24E-05               0.128                  0.698                  92.771                 252560
rap                                                                                                                                                                                                                                                              0                0.827                  0.412                  -12.855                0.000406               0.00333                0.297                  0.522                  166.141                245943
rap                                                                                                                                                                                                                                                              56               0.825                  0.725                  -4.145                 0.0852                 4.27E-06               0.251                  0.704                  89.872                 277867
rap                                                                                                                                                                                                                                                              37               0.81                   0.839                  -4.386                 0.024                  0.318                  0.126                  0.576                  96.104                 220800
rap                                                                                                                                                                                                                                                              64               0.614                  0.543                  -7.178                 0.00776                3.28E-05               0.383                  0.485                  178.422                234093
rap                                                                                                                                                                                                                                                              6                0.878                  0.711                  -12.924                0.0577                 0.00635                0.922                  0.718                  98.332                 218507
rap                                                                                                                                                                                                                                                              50               0.83                   0.795                  -7.644                 0.0348                 1.08E-06               0.0864                 0.402                  105.525                188573
rap                                                                                                                                                                                                                                                              55               0.805                  0.653                  -11.251                0.138                  0                      0.1                    0.257                  100.349                270067
rap                                                                                                                                                                                                                                                              68               0.803                  0.784                  -5.97                  0.0012                 0.000161               0.0794                 0.801                  90.185                 296907
rap                                                                                                                                                                                                                                                              50               0.687                  0.373                  -13.988                0.000186               0.0117                 0.325                  0.495                  110.504                244507
rap                                                                                                                                                                                                                                                              31               0.567                  0.62                   -11.304                0.0282                 0                      0.32                   0.739                  175.882                244200
rap                                                                                                                                                                                                                                                              30               0.805                  0.49                   -8.575                 0.0614                 0                      0.101                  0.952                  95.826                 161373
rap                                                                                                                                                                                                                                                              69               0.848                  0.666                  -6.547                 0.173                  0.000699               0.129                  0.744                  96.662                 251573
rap                                                                                                                                                                                                                                                              47               0.788                  0.864                  -5.767                 0.0956                 0                      0.335                  0.665                  133.295                238467
rap                                                                                                                                                                                                                                                              39               0.688                  0.812                  -6.463                 0.581                  0.863                  0.412                  0.26                   101.579                91080
rap                                                                                                                                                                                                                                                              59               0.857                  0.764                  -6.304                 0.0402                 0                      0.425                  0.579                  93.071                 261267
rap                                                                                                                                                                                                                                                              22               0.884                  0.721                  -3.368                 0.0734                 0                      0.112                  0.807                  91.069                 254293
